25.0, 0.0, 0.361804541775
25.0, 0.2, 0.504196431161
25.0, 0.4, 0.820605057175
25.0, 0.6, 0.757860659799
25.0, 0.8, 0.903212819223
25.0, 1.0, 0.828347253931
25.0, 1.2, 1.08781496812
25.0, 1.4, 1.35765660282
25.0, 1.6, 1.42651465476
25.0, 1.8, 1.43593805369
25.0, 2.0, 1.51962028365
-25.0, 0.0, -0.0968518260259
-25.0, 0.2, -0.157550465346
-25.0, 0.4, -0.0626597115192
-25.0, 0.6, -0.131104202249
-25.0, 0.8, -0.0927562975016
-25.0, 1.0, -0.183969742143
-25.0, 1.2, -0.119968992428
-25.0, 1.4, -0.223055191273
-25.0, 1.6, -0.23164769038
-25.0, 1.8, -0.260836525242
-25.0, 2.0, -0.154961307607
-25.0, 2.2, 1.52841911373
25.0, 0.0, 0.413282425978
25.0, 0.2, 0.637355459339
25.0, 0.4, 0.822630929684
25.0, 0.6, 0.860296557678
25.0, 0.8, 0.864894697278
25.0, 1.0, 1.42002805783
25.0, 1.2, 1.51671522816
25.0, 1.4, 1.53682496872
25.0, 1.6, 1.55563271262
25.0, 1.8, 1.73563220564
25.0, 2.0, 1.58087978661
-30.0, 0.0, -0.0362597091644
-30.0, 0.2, -0.0675012615353
-30.0, 0.4, -0.0476013675178
-30.0, 0.6, -1.95021388957
-30.0, 0.8, -1.98720381247
-30.0, 1.0, -1.96350650905
-30.0, 1.2, -1.98648882908
-30.0, 1.4, -2.03019799819
-30.0, 1.6, -2.04322208331
-30.0, 1.8, -1.94979198367
-30.0, 2.0, -1.89446195094
-30.0, 2.2, 1.57538700619
40.0, 0.0, 1.74480760046
40.0, 0.2, 1.85026463078
40.0, 0.4, 1.92486268913
40.0, 0.6, 2.19769997734
40.0, 0.8, 2.41152227581
40.0, 1.0, 2.24053596161
40.0, 1.2, 2.30106219663
40.0, 1.4, 2.6083480281
40.0, 1.6, 2.79028906202
40.0, 1.8, 3.0172315127
40.0, 2.0, 2.91481040164
-30.0, 0.0, -0.0581156126238
-30.0, 0.2, 0.0416517557914
-30.0, 0.4, -1.13840224302
-30.0, 0.6, -1.15931894364
-30.0, 0.8, -1.16076666622
-30.0, 1.0, -1.07395066251
-30.0, 1.2, -1.29430066491
-30.0, 1.4, -1.21075429616
-30.0, 1.6, -1.10762269685
-30.0, 1.8, -1.11345499841
-30.0, 2.0, -1.0644962726
-30.0, 2.2, 2.85309729824
-30.0, 2.4, 2.85309729824
40.0, 0.0, 1.04030642263
40.0, 0.2, 1.45819462756
40.0, 0.4, 1.56997466893
40.0, 0.6, 1.77918378224
40.0, 0.8, 1.84276047282
40.0, 1.0, 1.91411675854
40.0, 1.2, 2.15738301596
40.0, 1.4, 2.32699790157
40.0, 1.6, 2.39207399956
40.0, 1.8, 2.66402870268
40.0, 2.0, 2.9367682466
40.0, 2.2, 2.79483845604
40.0, 2.4, 1.75574048674
40.0, 2.6, 1.98134056058
40.0, 2.8, 2.52837294129
40.0, 3.0, 2.5387867323
40.0, 3.2, 2.52771287053
40.0, 3.4, 2.63309192166
40.0, 3.6, 2.78864936629
40.0, 3.8, 2.77567162245
40.0, 4.0, 2.66600364537
-30.0, 0.0, -0.0481465799835
-30.0, 0.2, 0.00140893667001
-30.0, 0.4, -0.991137028707
-30.0, 0.6, -1.1245364096
