25.0, 0.0, 0.441767844404
25.0, 0.2, 0.50415254078
25.0, 0.4, 0.620819722434
25.0, 0.6, 0.771616885656
25.0, 0.8, 0.953428967409
25.0, 1.0, 0.904319357089
25.0, 1.2, 0.203836354336
25.0, 1.4, 1.46825581588
25.0, 1.6, 1.01706297744
25.0, 1.8, 1.53837993568
25.0, 2.0, 0.438584823154
-20.0, 0.0, 0.0151470205992
-20.0, 0.2, -0.0224844007013
-20.0, 0.4, -0.235577360176
-20.0, 0.6, -2.28062247122
-20.0, 0.8, -2.25590834902
-20.0, 1.0, -2.16391590149
-20.0, 1.2, -2.00229197956
-20.0, 1.4, -1.82159679473
-20.0, 1.6, -1.90311033998
-20.0, 1.8, -2.08833798479
-20.0, 2.0, 0.00977444601369
30.0, 0.0, 0.0162615020856
30.0, 0.2, 0.464082313422
30.0, 0.4, 0.941790142224
30.0, 0.6, 0.909387432619
30.0, 0.8, 1.10406929103
30.0, 1.0, 1.25548031041
30.0, 1.2, 0.118239929631
30.0, 1.4, 1.6094297857
30.0, 1.6, 0.986281010899
30.0, 1.8, 1.47016108069
30.0, 2.0, 1.57377594899
-25.0, 0.0, -0.0437479846149
-25.0, 0.2, 0.130675774182
-25.0, 0.4, 0.275783868063
-25.0, 0.6, -2.55398967596
-25.0, 0.8, -1.97856715809
-25.0, 1.0, -2.05925803691
-25.0, 1.2, -1.82174236263
-25.0, 1.4, -1.69293856955
-25.0, 1.6, -2.21161665404
-25.0, 1.8, -2.30053548365
-25.0, 2.0, -0.58062138055
30.0, 0.2, 0.0822847164885
30.0, 0.4, 0.626534985806
30.0, 0.6, 0.849995253972
30.0, 0.8, 1.15192844894
30.0, 1.0, 1.46035410721
30.0, 1.2, 0.348283724193
30.0, 1.4, 1.44389965971
30.0, 1.6, 1.13089159162
30.0, 1.8, 1.43083360346
30.0, 2.0, 1.5769797375
-30.0, 0.0, -0.0317495996198
-30.0, 0.2, 0.0225591458399
-30.0, 0.4, 0.0343605168778
-30.0, 0.6, -2.84035805216
-30.0, 0.8, -2.39157345982
-30.0, 1.0, -2.00936320802
-30.0, 1.2, -0.959837784158
-30.0, 1.4, -0.0836894760977
-30.0, 1.6, -0.583627503098
-30.0, 1.8, -4.29267004101
-30.0, 2.0, -0.756714487788
40.0, 0.0, 0.724894988826
40.0, 0.2, 1.10025755373
40.0, 0.4, 1.30764540678
40.0, 0.6, 1.35110823978
40.0, 0.8, 1.54675569704
40.0, 1.0, 1.48166666777
40.0, 1.2, 0.595250360747
40.0, 1.4, 1.55067509923
40.0, 1.6, 1.17644642403
40.0, 1.8, 1.47715565705
40.0, 2.0, 1.64761604785
-25.0, 0.0, -0.00503129726912
-25.0, 0.2, -0.0103967583047
-25.0, 0.4, -0.0294438320352
-25.0, 0.6, -2.57813395729
-25.0, 0.8, -1.44300470881
-25.0, 1.0, -0.989186788415
-25.0, 1.2, -2.44272904098
-25.0, 1.4, -0.784329138696
-25.0, 1.6, -0.185136473871
-25.0, 1.8, -1.09365233758
-25.0, 2.0, -2.16536874147
40.0, 0.0, 1.10974524391
40.0, 0.2, 1.17904837721
40.0, 0.4, 1.48256930312
40.0, 0.6, 1.40807254115
40.0, 0.8, 1.51302527379
40.0, 1.0, 1.53553983843
40.0, 1.2, 0.542121411349
40.0, 1.4, 1.57718392236
40.0, 1.6, 1.1984959323
40.0, 1.8, 1.45670562124
40.0, 2.0, 1.6613803407
40.0, 2.2, 1.52181275064
40.0, 2.4, 0.710975354879
40.0, 2.6, 0.205232330686
40.0, 2.8, 1.11236830752
40.0, 3.0, 1.19332417388
-25.0, 0.0, -0.0918288982104
-25.0, 0.2, 0.00716493602993
-25.0, 0.4, 0.0912287302901
-25.0, 0.6, -2.19826545188
-25.0, 0.8, -2.21194536268
-25.0, 1.0, -2.29292775939
-25.0, 1.2, -2.16785464528
-25.0, 1.4, -2.26998217686
-25.0, 1.6, -2.01256026844
-25.0, 1.8, -1.91803700101
-25.0, 2.0, -1.90217050475
-25.0, 2.2, -1.96750956478
-25.0, 2.4, -2.19352196671
-25.0, 2.6, -2.02965510359
-25.0, 2.8, -2.16684569063
